ticker,test_year,period,strategy,train_start,train_end,test_start,test_end,annualized_return,cumulative_return,max_drawdown,volatility
MA,2018,post_2016_oos_wf,ga_walkforward,2006-05-25,2017-12-29,2018-01-02,2018-12-31,0.25081171291801185,0.24859207719271637,-0.21860720018935742,0.28397417536752345
MA,2018,post_2016_oos_wf,fixed_rule,2006-05-25,2017-12-29,2018-01-02,2018-12-31,0.15965950348214086,0.15829700116604428,-0.2170086875920776,0.2752449678351457
MA,2018,post_2016_oos_wf,buy_and_hold,2006-05-25,2017-12-29,2018-01-02,2018-12-31,0.2508117129180103,0.2485920771927148,-0.21860720018935698,0.28397417536752334
MA,2018,post_2016_oos_wf,dca,2006-05-25,2017-12-29,2018-01-02,2018-12-31,0.0008369502796898853,0.0008303050602835871,-0.20835777873917616,0.21247451374013565
MA,2019,post_2016_oos_wf,ga_walkforward,2006-05-25,2018-12-31,2019-01-02,2019-12-31,0.5853328238904216,0.582436613747874,-0.10583852552417428,0.21329320991030762
MA,2019,post_2016_oos_wf,fixed_rule,2006-05-25,2018-12-31,2019-01-02,2019-12-31,0.46991364581849915,0.4676684729060947,-0.10583852552417439,0.19841469123654992
MA,2019,post_2016_oos_wf,buy_and_hold,2006-05-25,2018-12-31,2019-01-02,2019-12-31,0.5853328238904243,0.5824366137478767,-0.10583852552417405,0.21329320991030778
MA,2019,post_2016_oos_wf,dca,2006-05-25,2018-12-31,2019-01-02,2019-12-31,0.20854036095199247,0.207632314796784,-0.08575928635801,0.13303079068548046
MA,2020,post_2016_oos_wf,ga_walkforward,2006-05-25,2019-12-31,2020-01-02,2020-12-31,-0.10397597053932173,-0.10397597053932173,-0.3629031274079827,0.3796777016051185
MA,2020,post_2016_oos_wf,fixed_rule,2006-05-25,2019-12-31,2020-01-02,2020-12-31,-0.10111379984496893,-0.10111379984496893,-0.28473081092374997,0.2877921396744728
MA,2020,post_2016_oos_wf,buy_and_hold,2006-05-25,2019-12-31,2020-01-02,2020-12-31,0.18284822542728318,0.18284822542728318,-0.40997214370660884,0.48893615434785703
MA,2020,post_2016_oos_wf,dca,2006-05-25,2019-12-31,2020-01-02,2020-12-31,0.18330147952131792,0.18330147952131792,-0.17570256921972738,0.22209385368311668
MA,2021,post_2016_oos_wf,ga_walkforward,2006-05-25,2020-12-31,2021-01-04,2021-12-31,0.02740162182230521,0.027291414783538803,-0.22398999259593022,0.2838920129240303
MA,2021,post_2016_oos_wf,fixed_rule,2006-05-25,2020-12-31,2021-01-04,2021-12-31,-0.10095086944527532,-0.10057112797256362,-0.20291763084729963,0.2671267326781705
MA,2021,post_2016_oos_wf,buy_and_hold,2006-05-25,2020-12-31,2021-01-04,2021-12-31,0.02740162182230388,0.02729141478353747,-0.22398999259593133,0.28389201292403027
MA,2021,post_2016_oos_wf,dca,2006-05-25,2020-12-31,2021-01-04,2021-12-31,0.024509433464367625,0.024410996267468343,-0.17585327957487285,0.19112431800097301
MA,2022,post_2016_oos_wf,ga_walkforward,2006-05-25,2021-12-31,2022-01-03,2022-12-30,-0.180771697993927,-0.17947425929580096,-0.2480927022707311,0.2887279574311963
MA,2022,post_2016_oos_wf,fixed_rule,2006-05-25,2021-12-31,2022-01-03,2022-12-30,-0.2801695727283112,-0.27828905096453993,-0.38035367265057773,0.288182807793002
MA,2022,post_2016_oos_wf,buy_and_hold,2006-05-25,2021-12-31,2022-01-03,2022-12-30,-0.057547267178407524,-0.05710383977226996,-0.2825035720335042,0.3225525609480167
MA,2022,post_2016_oos_wf,dca,2006-05-25,2021-12-31,2022-01-03,2022-12-30,0.010335982183674375,0.01025353145801633,-0.15586654418365642,0.18008130002660222
MA,2023,post_2016_oos_wf,ga_walkforward,2006-05-25,2022-12-30,2023-01-03,2023-12-29,0.24052715682400838,0.23734815640341944,-0.12591326829579497,0.1717174798693218
MA,2023,post_2016_oos_wf,fixed_rule,2006-05-25,2022-12-30,2023-01-03,2023-12-29,0.24052715682400905,0.2373481564034201,-0.1259132682957952,0.1717174798693221
MA,2023,post_2016_oos_wf,buy_and_hold,2006-05-25,2022-12-30,2023-01-03,2023-12-29,0.24052715682400816,0.23734815640341922,-0.12591326829579497,0.17171747986932206
MA,2023,post_2016_oos_wf,dca,2006-05-25,2022-12-30,2023-01-03,2023-12-29,0.12401670666270803,0.12245342291889982,-0.10291458498423955,0.09976986087118325
MA,2024,post_2016_oos_wf,ga_walkforward,2006-05-25,2023-12-29,2024-01-02,2024-12-31,0.2564790765870115,0.25534121496729245,-0.11830336732174973,0.15827836886005436
MA,2024,post_2016_oos_wf,fixed_rule,2006-05-25,2023-12-29,2024-01-02,2024-12-31,0.25647907658701197,0.2553412149672929,-0.11830336732174906,0.1582783688600542
MA,2024,post_2016_oos_wf,buy_and_hold,2006-05-25,2023-12-29,2024-01-02,2024-12-31,0.25647907658701286,0.2553412149672938,-0.1183033673217494,0.15827836886005406
MA,2024,post_2016_oos_wf,dca,2006-05-25,2023-12-29,2024-01-02,2024-12-31,0.12833009993642497,0.12778962161410456,-0.04542262180513201,0.0984764598322346
MA,2025,post_2016_oos_wf,ga_walkforward,2006-05-25,2024-12-31,2025-01-02,2025-12-31,0.1003328630953444,0.09908112518959022,-0.16725364867998105,0.22740802113456524
MA,2025,post_2016_oos_wf,fixed_rule,2006-05-25,2024-12-31,2025-01-02,2025-12-31,0.10033286309534395,0.09908112518959,-0.1672536486799815,0.22740802113456518
